21319338:亚丽莎,2;小说家,1;理智,1;病人,1;狩猎者,1;
1299367:三,45;狼,23;三个,17;生活,17;社会,14;
1747260:云,5;少女,4;飞机,4;女生,4;男生,3;
3792508:小樱,580;棉,556;生活,403;她们,363;旅行,331;
10480963:小静,55;小梅,42;女孩,38;洲,36;杨梅,35;
2266650:堕胎,6;纪录片,5;及其,5;权力,4;缺少,3;
5387015:穿越,4;放屁,3;蜡笔小新,2;屁,2;剧场版,2;
1308808:爱,343;智妮,183;爱情,171;男人,133;曾经,98;
1301445:外星人,95;地球,55;j,46;黑衣人,30;世界,25;
1304697:配乐,2;迷幻,2;生活,2;某些,2;科幻,2;
4892630:媒体,1;遭,1;小丑,1;版,1;实验,1;
1300641:折磨,12;扬,11;古拉,11;加里,10;学生,8;
20444629:空空,4;轮椅,3;励志,2;2,2;6,2;
1303654:杀人,134;死刑,91;法律,78;司机,69;律师,66;
3250532:	,9;车,7;男人,6;大叔,5;笑,4;
1309018:女人,159;阿华,125;生活,117;爱妮,104;爱,99;
10508920:•,21;(,15;),15;阿尔莫,13;多瓦,13;
1439085:女孩,3;挺,3;波兰,2;狗,2;乏味,2;
4907856:母亲,4;充满,3;各自,3;父亲,3;家里,3;
3198335:•,8;索伦茨,8;生活,7;艾伦,5;宽恕,5;
1316626:动画,156;中国,71;水墨,54;山水情,32;少年,31;
4736002:喜爱,13;男孩,9;女孩,9;铁盒,8;美好,7;
3205571:信仰,445;圣经,429;书,281;艾利,250;世界,247;
1294140:爱情,81;侯麦,67;葡萄,55;女人,52;生活,51;
1295835:土著,52;文明,26;生活,22;自然,19;白人,17;
1452055:知识分子,13;主人公,12;身份,12;历史,10;自由,7;
1292807:鲍勃,38;毒品,10;•,8;丁,8;生命,8;
3583919:男人,10;女孩儿,10;爱,6;妈妈,5;欲望,4;
1296947:成龙,16;成名,3;依然,3;古龙,3;简单,3;
1301901:上校,26;妻子,8;小说,7;斗鸡,5;遗忘,5;
1297419:尼克松,57;美国,39;总统,24;民主,23;肯尼迪,22;
3892235:火星,149;没事,105;黄磊,51;地球,50;刘仪伟,43;
1434276:脏,6;艺术,4;美国,3;了解,2;评论,1;
2971867:爱,74;蓝色,55;生活,52;rose,51;神父,48;
2993075:5,4;安全,3;2,2;7,2;6,2;
2148619:雷锋,161;雷锋精神,42;乔安山,36;社会,36;年代,28;
1300211:艺术,9;),7;居,7;亚当,7;(,6;
1293871:世界,30;欢乐谷,23;彩色,22;黑白,21;生活,17;
1440280:梅尼,42;历史,35;泰国,27;暹罗,22;未来,21;
6091423:狗狗,9;爆炸,8;…,6;感情,6;户田,4;
2212633:中国,6;童年,4;美好,4;风筝,4;北京,4;
3296793:蛇,42;美女蛇,13;警察,11;挺,9;印度,9;
3595689:sam,2;揍,2;三个,2;另外,2;互相,2;
1299436:风,267;柜,229;阿,153;青春,153;清,149;
3238087:警察,158;杰森,114;斯坦森,89;杀手,82;玩命,57;
1307748:吉米,441;jimmy,347;妻子,347;戴夫,345;dave,330;
1307639:瑙,60;茂,59;德国,33;摄影机,33;卑贱,32;
1875320:恐怖,16;恐怖片,15;宋瑶,11;张静初,10;鬼,9;
3222787:政治,25;lee,15;美国,11;(,7;),7;
2223596:特种部队,470;变形金刚,259;2,220;美国,188;场面,173;
1298829:记者,6;基地,6;跑,5;竟然,5;飞机,4;
1307371:鬼,30;开心,20;	,10;三个,9;年代,8;
3767405:黑手党,10;结构,3;以前,3;深入,2;相当,2;
4122724:蝴蝶,5;借口,4;胡哲,3;力克,3;困难,3;
3040430:女儿,20;生活,16;酒,15;姆,12;朗,12;
1307601:戏剧,45;剧院,15;艺术,12;阿根廷,12;剧团,8;
3709654:唢呐,7;chris,7;音乐会,7;流行,6;音乐,6;
1292786:野兽,5;怜悯,4;力量,3;强悍,3;男人,3;
1295073:历史,7;法国,6;法国人,5;维希,5;姜文,4;
1418677:狗,146;狗狗,141;山田,88;小波,80;美,54;
3930000:战争,3;妈妈,2;唱,2;扔掉,2;杂种,2;
2227452:台,3;没了,2;五星,2;不到,1;com,1;
1296436:赵小帅,134;好好,80;姜文,70;张艺谋,58;张秋生,53;
1401905:圣山,22;世界,18;宗教,17;耶稣,15;画面,14;
1305197:无厘头,6;父亲,6;老大,6;饰演,5;钱,5;
3047620:混乱,4;2,2;gt,2;到底,2;概念,2;
2988506:灵魂,92;信仰,85;上帝,71;牧师,61;～,51;
2351650:男人,36;生活,35;妻子,34;女人,33;é,32;
3569969:家庭,578;生活,178;同性恋,153;爱,137;男人,110;
1944903:生活,81;爱,33;聪明人,31;教授,28;ellen,27;
1293414:阮玲玉,1408;张曼玉,400;男人,304;爱,303;女人,269;
1779639:台北,29;台湾,12;美国,7;归亚蕾,6;娟,6;
3603819:广播,15;收音机,9;今天,6;节目,5;童年,5;
3077693:爱情,25;韩国,13;爱,13;男友,12;当兵,11;
5159694:巴赫,24;狙击手,22;印度,17;电话亭,16;印度人,14;
6801386:战争,11;音乐,11;反思,9;完美,6;神童,5;
1433360:爱,3477;雏菊,3090;杀手,1983;爱情,1836;惠英,1564;
4930393:紫式部,210;道长,129;源氏物语,123;氏,112;六条,110;
4924698:孟买,52;城市,37;印度,37;shai,35;生活,34;
1309121:犹太人,339;夏洛克,295;安东尼奥,204;基督徒,129;is,123;
1507630:gz,16;ls,16;爆炸,11;张某,8;市,8;
1987561:狗,51;杜威,24;狗狗,24;谢恩,20;主人,19;
1294627:simon,60;joe,42;上帝,27;母亲,15;信仰,14;
1292371:四月,1520;武藏野,1177;榆,1032;大学,996;卯月,958;
1419962:日本,22;章子怡,20;形式,17;狸,16;公主,13;
1986180:父亲,9;镜像,8;生活,8;鹤,7;起重机,7;
1303170:杜月笙,19;上海,16;孟小冬,8;皇帝,7;中国,5;
4861410:题目,5;竞猜,3;民众,3;答题,2;讲故事,2;
4910868:洪尚秀,48;短片,33;玉熙,32;教授,32;爱,30;
1295242:英雄,8;动物,8;．,7;鼠,7;_,6;
1389915:素,72;芬,70;中国,61;张忠良,61;忠良,53;
1464633:花季,11;雨季,11;郁秀,9;小说,9;校园,8;
2230906:公爵,603;女人,376;爱,364;娜,294;g,287;
1473121:stephanie,11;母亲,8;身体,7;mikhail,6;父母,4;
4320235:鸭,23;生活,17;白灵,13;钱,13;鸡,13;
3330037:浩然,16;少年,14;三年,8;青春,7;老师,6;
6875438:黑色,14;医生,11;劫匪,7;望风,6;法国,6;
2155166:贞德,20;宗教,6;法国,6;上帝,5;信仰,5;
3732499:淳,234;爱,215;珍,206;梯,174;爱情,148;
20380335:新加坡,27;军营,13;训练,11;新兵,10;英语,7;
3242458:艾曼妞,2;女主角,2;7599,1;深层次,1;不禁,1;
1303637:柿子,73;红,70;外婆,49;王童,41;台湾,40;
3075920:hally,46;sam,31;黑人,15;椅子,12;社会,11;
1301912:船头,687;尺,395;童话,368;十三,317;妹,314;
3731626:快乐,33;生活,22;变态,21;塞萨尔,19;克拉拉,16;
3073117:达利,459;洛尔迦,182;爱,136;西班牙,109;诗人,90;
11528325:my,5;for,2;sadness,2;expression,1;79,1;
1292223:七宗罪,1083;世界,970;愤怒,798;罪,781;john,757;
10583840:内容,2;观影,2;组织,2;使用,2;卡片,1;
1309001:维拉,71;堕胎,46;生活,32;vera,28;德雷克,28;
1433560:酋长,30;白,29;旺达,25;费里尼,24;妻子,22;
3380831:乐队,80;lips,74;anvil,62;演出,58;金属,39;
1308637:总统,21;．,19;爱,15;欧洲,14;千金,13;
3563200:桑德勒,41;亚当,40;长大,39;喜剧,30;生活,30;
3091572:爱,84;尼古拉斯,78;圣诞老人,57;圣诞,40;礼物,35;
2230654:神山,30;森野,29;本乡,17;goth,16;乙,15;
1395036:推销员,9;推销,9;圣经,6;梅索斯,4;兄弟,4;
2326212:青春,770;夏天,628;尾巴,416;阿月,259;台湾,206;
6780857:安娜,69;灵魂,54;露西,36;吸血鬼,23;身体,22;
1292834:牺牲,6;生命,5;主人公,5;人性,4;他人,3;
1306530:跑,23;酷,21;yamakasi,14;战士,13;企业,11;
3024612:蚊子,13;苦难,10;诚实,9;行窃,9;12,9;
1303717:福星,11;(,9;),9;成龙,9;饰,8;
1466198:门戈舞,13;弗拉,13;舞者,9;歌,7;深,7;
4824223:父亲,774;重庆,519;林波,368;日照,336;王小帅,282;
5040974:著,68;老人,27;阿丁,22;画,17;梦,14;
1962225:以后,2;改变,2;见面,2;生活,2;经纪人,2;
1300618:飞机,62;凯奇,62;监狱,42;女儿,31;空中,29;
1418631:西部片,14;nobody,11;小子,10;莱昂内,10;无名,8;
1292329:小四,1943;小明,1288;少年,945;世界,827;青春,796;
1304408:苦难,7;面具,6;强大,4;侮辱,4;善,4;
5244057:贵子,31;神保町,21;书,18;书店,16;叔叔,14;
1303691:青春,93;残酷,43;社会,43;大岛,39;琴,34;
1905777:patrick,129;母亲,128;小女孩,119;道德,84;决定,81;
1303082:in,19;as,13;後,12;is,12;’,11;
1293028:暴力,115;妻子,70;大卫,67;艾米,51;教授,46;
5977836:战,526;谢霆锋,521;周杰伦,505;逆,493;枪战,437;
5155128:thor,23;探险,17;木筏,13;航海,10;秘鲁,10;
1796939:月,607;死亡,555;笔记,532;l,518;死神,371;
1461148:笑,3;蛤,2;美食,2;港产,2;顺眼,1;
3095504:神,68;举报,66;月,57;夜,55;尼采,30;
1849790:居然,1;mm,1;无关,1;好些,1;说明,1;
3325571:西班牙,17;宗教,15;教会,13;党,11;长枪,11;
1472760:大地,22;earth,14;子,14;with,14;is,13;
5114983:*,67;奶酪,10;牛奶,4;制作,4;颗粒,3;
1296698:尹子维,10;妖,6;松鼠,6;邪,5;男人,5;
3736675:杀手,15;女主角,10;韩国,8;姜惠贞,8;申大叔,7;
1298609:franz,98;弗兰茨,69;leopold,49;爱,48;欧容,46;
4059245:观音山,2449;南风,2434;生活,2312;青春,1812;火车,1735;
1440884:尤金,5;尚宛,4;韩国,3;饰,3;的确,2;
2135821:橄榄球,12;比赛,10;运动,7;体育,7;美国,6;
1757375:爱,19;悦,17;白鲸,11;love,11;深,10;
1308169:山姆,29;父亲,17;塞奥维,13;———,10;女人,9;
2215884:日本,21;历史,18;南京大屠杀,18;纪录片,16;约翰,12;
1481108:少,4;如题,1;正,1;雷得俺,1;掺和,1;
1937822:alex,35;父亲,22;爸爸,17;小男孩,16;纳粹,16;
1307332:战争,926;爱情,574;英曼,556;冷山,514;艾达,484;
1306960:探戈,138;萨莉,92;女性,66;sally,53;舞蹈,44;
2080133:警察,356;房祖名,275;男儿本色,271;谢霆锋,257;吴京,225;
2299370:吃亏,2;＝,2;sp,2;玩,2;以后,1;
1578711:尸体,13;paul,9;raymond,8;黑色幽默,8;|,7;
1900161:岛,397;绘,316;女人,282;奥,261;院,203;
1427940:勇,83;加鲁特,61;翁,46;美,45;yf,35;
1298217:tenebre,9;argento,8;凶手,8;deep,7;red,7;
3797862:集中营,5;邵氏,3;及,3;暴力,3;．,3;
3040438:黑帮,137;意大利,110;格莫拉,83;黑手党,82;中国,69;
2148778:老冯,167;法庭,139;法律,123;法官,104;国徽,97;
1485319:青春,91;流流,85;喜,83;平,71;生活,56;
1294022:松,116;一生,42;敏,30;日本,29;松五郎,24;
3279065:自杀,14;网络,11;jim,7;william,6;豆瓣,6;
1438425:น,55;้,49;า,48;女孩,45;เ,45;
3101985:灰姑娘,52;王子,26;女主角,21;舞蹈,15;爱情,15;
1889155:伯格曼,19;his,7;ö,5;生活,5;marie,4;
3993553:郭德纲,164;笑,147;唐伯虎,118;三,107;相声,92;
1308350:爱,15;曾经,6;年,5;老张,4;学会,3;
2297194:父亲,23;真相,14;simeon,14;外公,13;舅舅,12;
1787441:爱,31;karol,14;力量,9;john,8;paul,8;
1297726:染色体,10;烦恼,6;龙,5;一百零八颗,4;李连杰,3;
3212352:僵尸,134;男人,113;男性,98;女人,92;女性,67;
10757823:豪斯,31;医生,13;儿,13;…,11;house,11;
3387680:女人,9;女童军,5;她们,4;智,4;金善雅,4;
2052363:恐吓,2;剪辑,2;不到,1;74455,1;看得,1;
20415244:济州岛,6;惨剧,3;历史,3;事件,3;岛民,2;
3033085:警察,96;认真,88;银行,67;人质,65;率性,65;
2376071:扎克,62;米莉,60;情色,38;性,29;史密斯,27;
1464451:|,9;剧场版,7;啦,6;大人,6;犬夜叉,6;
6971017:文章,51;男人,47;过年,47;爱,42;爱情,39;
1306176:坏蛋,2;主人公,2;女友,2;无聊,1;主要,1;
1297854:彩云,8;曲,6;台湾,4;我心,4;梦,4;
2978211:美丽,477;女人,161;男人,160;金基德,113;女主角,80;
1925384:原作,18;版,15;预告片,9;爱丽丝,9;麼,8;
1479506:女主角,3;脸,2;即便,2;音乐,2;粗鄙,2;
2979528:上帝,114;2012,95;地球,91;世界末日,66;人类,62;
1418184:血,20;韩国,18;凶手,18;泪,15;],11;
1461018:城市,6;建筑,6;图纸,6;设计师,5;设计,4;
5123366:坏人,3;内鬼,3;成东日,3;警匪片,2;被害,2;
3319767:类似,18;反面角色,18;同情,18;女医生,18;爱,15;
1304627:靓,24;小春,12;防弹衣,4;黑帮,3;护,2;
3123955:tom,29;公司,29;josh,17;哥哥,10;技术,10;
2082013:女人,1279;carrie,1023;big,870;爱,785;男人,749;
1484139:同是,4;复仇,4;正,3;英,3;变,2;
2209368:日本,1233;铁头,1131;成龙,1115;中国,889;新宿,754;
1308574:母亲,10;奈,3;田中丽,3;情书,3;男性,2;
1424701:女性,4;女人,3;元素,3;女囚,3;第一部,3;
2149193:诚,772;世界,700;人渣,295;言叶,288;渣,186;
2978773:呼啸山庄,76;原著,65;阿诺德,61;希,58;斯克利夫,53;
1304559:爱,5;年轻人,4;母亲,4;～,4;落魄,4;
2982145:ian,53;joy,43;division,43;乐队,37;音乐,22;
20451499:影人,2;北京,1;色彩,1;正,1;进行曲,1;
1295399:武士,2622;农民,1159;兵,749;卫,714;勘,692;
1300108:秋菊,539;村长,303;中国,147;说法,106;张艺谋,93;
1790239:rudy,34;母亲,30;爱,30;jacob,29;父母,25;
1294573:’,42;‘,42;`,38;战争,33;in,29;
4196245:海豚,32;动物,18;winter,15;真实,13;放弃,13;
1987407:战俘,33;战争,27;德国,26;集中营,20;爱情,19;
3690844:安娜,2;住处,2;巴黎,2;典型,1;魔幻,1;
6003151:林德,54;阿公,47;谢怡佳,33;佳,15;梅子,14;
2051760:2008,1;com,1;雷诺,1;的确,1;imdb,1;
2131677:生活,87;希腊,60;快乐,29;工作,26;导游,21;
1853176:斯巴达,1038;波斯,593;300,540;勇士,328;希腊,273;
1749015:从此,4;眼睛,4;拿走,3;醒来,3;梦境,2;
3008677:吸血鬼,8;希望,5;特效,5;第三集,4;女主角,4;
2132187:大学,51;sydney,49;生活,44;精英,36;美国,35;
1302087:忍不住,1;认识,1;c,1;本人,1;微机室,1;
6015756:－,31;莫名其妙,24;野蛮,15;英雄,13;滴,11;
20285202:中国,13;制造,11;消费者,10;环境,9;牛仔裤,8;
10827815:fuck,3;保守,3;後,3;為,3;＃,2;
1401623:黄,2;堆,2;旺盛,2;子,2;营养,2;
2357302:毛茸茸,409;玛丽,209;彩,161;狗,110;地震,86;
1432824:武训,377;传,134;批判,69;中国,65;义学,60;
1751547:黑白,38;生命,34;死亡,32;风格,27;动画,26;
1471630:雅,16;母亲,11;作家,11;人生,7;最佳,7;
1296464:棋,8;世事,6;每局,5;共,4;若,4;
2343491:美国,64;派,45;＝,27;系列,20;青春,18;
4271927:大娘,7;王大娘,3;摇,3;正统,2;农民,2;
1996304:],4;虫,3;虫子,3;http,2;小镇,2;
3017555:警察,24;杀人狂,12;猪脚,11;变态,10;2,9;
1940082:崔坤,48;明星,37;韩国,24;男人,22;电台,21;
1298461:ripley,34;trevanny,24;john,19;杀手,18;tom,14;
1900743:’,10;中国,9;wham,9;by,8;was,8;
1306209:录像厅,22;港片,7;各种,5;邓光荣,4;第一次,4;
1298204:配音,7;动画,6;动物,4;推出,3;译,3;
2999887:chuck,7;空虚,7;爱,7;原著,7;小说,6;
3818565:妻子,95;男主角,64;梦,54;惊悚,46;鬼,44;
1296223:女王,134;伊丽莎白,114;女人,93;爱情,42;男人,37;
1293477:警察,3;倒霉,2;不得志,2;ws,2;黑心,2;
1296372:lionel,14;paulette,13;纽约,12;zoe,11;chanel,10;
5154122:小红帽,6;狼,4;一般,2;6,2;猎手,2;
4827453:恐怖,2;洋,2;午夜凶铃,2;高桥,2;不到,1;
3448499:埃洛,96;爱,57;死亡,49;艾尔维拉,48;父亲,35;
1897069:爱看,2;干,2;小胖,2;杀手,2;生活,2;
1298902:父亲,2;一位,2;怀孕,1;体验,1;到位,1;
3010231:tony,30;happy,27;jude,10;父亲,10;ewan,9;
3289233:中世纪,7;英国,5;部分,4;集,4;鬼片,3;
3792799:岁月,1003;哥哥,636;香港,614;神偷,534;进,504;
4314640:爱,7;路程,3;旅行,3;味道,2;路上,2;
5503303:外星人,190;8,167;j,112;超级,103;super,73;
2302518:音乐,34;战争,24;乌干达,15;儿童,13;非洲,8;
1757937:神,30;世界,21;信仰,20;星球,17;银色,15;
1298755:刘三姐,121;歌,26;对歌,25;中国,20;唱,18;
2977766:老鼠,15;您,8;疾病,5;鼠,5;恶心,4;
1308492:银娣,13;张爱玲,13;小说,13;怨女,11;台湾,9;
3156600:政治,88;台湾,86;弹道,59;任达华,36;大陆,27;
10551883:angel,14;警察,12;手套,7;生活,6;rafael,6;
1301463:苏联,13;但丁,12;巴,11;礼,11;美国,10;
10487238:爱,10;笑,9;生活,9;男女,7;泰国,7;
3892376:动作,24;设计,16;泰拳,14;功夫片,13;拳,12;
1303822:谍,8;真实,4;间谍片,3;影,3;战,3;
6973387:女人,2;看起来,2;受害者,2;绑,1;仍旧,1;
1461179:,24;少奶奶,11;太太,8;五,7;魁,7;
3750103:孤独,146;质数,106;爱丽丝,74;马蒂亚,74;mattia,68;
2144258:爱,99;主人公,60;毁灭,40;rehan,36;爱情,36;
1306712:杜琪峰,21;票房,14;开心,14;鬼,13;黄百鸣,13;
1902105:生活,41;公路,33;★,28;四个,27;男人,20;
1297773:恐怖片,18;鬼,17;韩国,15;男人,14;爱,13;
4839318:爱,51;苏利文,38;camille,37;卡米尔,29;生活,27;
2326529:矿工,82;煤矿,57;纪录片,53;生活,33;三里,32;
1410557:美女,13;海底,12;潜水,8;男人,6;jared,6;
1917533:alex,2;家庭,2;波,2;典型,1;片头,1;
1306506:阿,367;q,356;赵,63;未,54;庄,48;
1292849:战争,792;瑞恩,561;【,453;】,453;假,447;
3791797:人生,4;悲剧,3;意义,2;只要,2;改写,2;
4032787:高考,8;中国,5;比率,5;公平竞争,4;体制,4;
1297368:卓别林,173;唐尼,31;查理,28;表演,24;大师,21;
1306891:张国荣,15;合作,7;王家卫,6;’,5;‘,5;
1304732:．,20;天上人间,17;阿英,16;生活,15;余力,14;
1472907:芬兰,57;考,43;女人,37;生活,33;光,30;
5353616:11,22;约瑟夫,21;弟弟,18;宗教,18;恐怖,17;
1308660:jagger,293;yossi,258;爱,156;爱情,84;雪,54;
1296570:oscar,35;奥斯卡,34;教堂,33;lucinda,31;玻璃,29;
1297359:人类,1331;自然,709;森林,575;宫崎骏,559;达卡,464;
1295586:西部片,50;赏金,48;主人公,42;美国,35;西部,32;
1309200:飞机,38;,28;飞行,25;战斗机,24;美国,22;
1892531:苏茜,650;世界,583;苏西,536;天堂,436;凶手,417;
1901771:革命,93;罗马尼亚,39;节目,25;历史,22;教授,21;
2355597:医生,42;女人,38;妻子,38;模特,36;男人,32;
1901535:屎,4;素食主义者,3;大概,2;各种,2;肉类,2;
1294382:為,26;」,23;「,23;裡,19;火山,15;
1293909:潜艇,221;战争,110;u,80;德国,73;boot,38;
1305666:生活,2481;it,1357;女人,1288;爱,1031;生命,986;
1294001:martin,30;妓女,14;尸体,11;停尸房,9;夜,7;
1299362:保镖,95;rachel,63;爱,60;frank,60;女人,44;
1421275:女人,554;男人,507;女性,136;身体,71;男性,67;
3836494:泷泽,58;社会,53;剧场版,40;日本,32;neet,31;
20379451:老师,4;永远,4;唠叨,2;播放,2;_,2;
3244162:家,243;喜事,237;吴君如,126;黄百鸣,117;笑,115;
1473078:僵尸,16;為,11;麦基,9;孟超,8;罗密欧,8;
1308784:蛇,15;特技,8;．,8;第一部,8;血,8;
3878004:相信,17;超能力,15;小米,11;ufo,8;奇迹,8;
2129772:女主角,5;男主角,3;黑,2;鬼片,2;刚刚,2;
2157295:高玉宝,27;鸡叫,20;半夜,18;中国,15;虚构,15;
1292456:没意思,33;机制,17;弱智,17;哎呀,17;如题,11;
1308790:雷诺,18;宗教,18;暗流,17;2,16;法国,11;
1292538:嬉皮士,4;downey,3;mel,3;jr,3;robert,3;
20278174:绿林,130;动画,100;大冒险,95;动画电影,81;国产,72;
1296161:忠烈,21;胡金铨,20;图,19;伍继园,13;龙门客栈,9;
1295124:辛德勒,3205;犹太人,2073;生命,786;战争,757;纳粹,727;
1301545:女人,4;勇气,2;喜剧,2;欠,1;男人,1;
3779078:小本,4;合作,2;女主角,2;hate,1;怀孕,1;
1303087:【,17;】,17;最佳,15;爱,10;pierre,9;
1306381:陈百祥,4;领导,4;充满,3;大陆,3;民运,2;
2041876:家伙,139;韩国,103;西部片,88;怪,66;好家伙,60;
1304017:孙中山,15;流水账,5;刘文治,5;失败,5;一会,4;
1937502:哈桑,1771;阿米尔,1675;风筝,1266;父亲,880;阿富汗,685;
3826531:猫,18;老鼠,12;———,8;动画,6;独立,4;
3281073:一代,50;寺田,34;爱,15;汽油,7;男子,6;
3442220:海豚,8941;日本,3838;人类,2588;动物,1729;它们,1161;
1308456:李小龙,43;死亡,15;游戏,15;拍摄,14;功夫,14;
3212991:卢,64;爱,38;妓女,30;杀,26;杀人,26;
3118116:救赎,4;警察,3;自我,3;韩国,3;完成,3;
3147497:师,17;调任,16;中将,13;团长,11;师长,10;
1889640:老人,7;猫,5;梦,4;颤,2;老鼠洞,2;
6529885:屌,13;丝,13;阿三,10;爱情,10;高富帅,9;
1945797:beatles,183;jude,152;lucy,127;音乐,111;by,109;
10864754:天津,67;闲人,36;爷,24;郑大圣,24;历史,23;
3447563:保姆,19;喜剧,18;希尔,17;拍摄,17;乔纳,16;
1293293:舞蹈,53;舞,35;dancing,23;dirty,22;patrick,18;
1874704:普林顿,40;动画,24;制作,16;比尔,12;独立,10;
3016114:by,3;film,3;music,3;is,3;that,3;
1466079:法西斯,24;犹太人,11;梵蒂冈,10;纳粹,10;国家,9;
1293325:舰长,10;大副,9;宇宙,9;未来,8;人类,7;
1883692:虫,16;跃,7;儿,7;自,7;者,7;
1292048:丈夫,1288;自由,1270;蓝色,1081;茱莉,913;朱莉,874;
1295065:变态,7;嘛,7;老婆,4;hughie,4;丈夫,4;
3770224:创意,6;形式,5;乱,3;黑,2;纸片,2;
6301361:×,578;*,84;johnny,44;约翰尼,32;大臣,30;
4319783:主人,3;村民,2;毫无,2;展现,2;善良,2;
6116512:lucas,43;爱,43;男人,41;fabio,29;变性,27;
6536267:游戏,44;恐怖片,42;⋯,34;惊魂,26;傻子,22;
2357374:兰,94;柯南,89;哀,76;_,71;真人版,62;
3279054:美版,6;v,5;哦,3;sdf,3;好莱坞,3;
1963348:全,6;父亲,5;马吕斯,5;珂,3;位,3;
1419724:汗,8;•,8;沙鲁克,8;钨,5;宝莱,4;
1308506:日本,6;深作,6;岛,6;子,4;大正,4;
2355582:尽情,39;游戏,39;军火商,37;热内,36;•,29;
2359453:道,233;元,158;日本,75;の,58;禅,57;
1806555:小镇,277;angel,160;僵尸,155;警察,144;肖恩,130;
1301697:奥拉,21;薇,19;第十二夜,15;公爵,13;奥丽维亚,13;
1296448:讲述,27;卢克,13;老太太,13;马其顿,13;尘土,10;
2002683:滑板,241;少年,240;alex,218;青春,214;迷幻,210;
10355623:平成,126;课,71;青岛,67;刑事,60;室,59;
1917384:两三点,1;省省,1;露,1;严实,1;咸湿,1;
3750104:朝圣,279;生活,230;之路,176;旅行,139;路上,116;
2136695:王老五,8;李姑娘,5;上海,5;比如,4;拍摄,4;
1297615:day,4;beatles,4;’,4;hard,4;s,4;
1309033:悲剧,39;喜剧,38;melinda,31;生活,21;美,20;
5349920:排长,5;一次次,3;国民党,3;cctv,2;一边,2;
2214140:范冰冰,72;合约,53;情人,50;任贤齐,42;笑,36;
1827633:曾经,2;ian,2;伊甸园,2;像是,1;陪伴着,1;
1938022:舞,24;妓,22;京都,14;鬼,14;冢,14;
2130521:棒,13;推理,11;相,10;———,10;日本,10;
1299550:茶餐厅,24;星,22;周星驰,21;爷,21;郑秀文,12;
3056421:希区柯克,8;拍摄,6;修复,5;喜剧,4;农场主,4;
1439889:中国,27;朝鲜,22;者,13;逃,11;北,11;
20495877:追上去,12;品牌,5;篮球,4;沃特,4;梦想,3;
2218071:爱,48;杀,18;警察,18;路人,16;罪犯,14;
3284397:(,9;),9;・,8;话剧,6;最佳,5;
1294454:宗教,6;政治,4;和平,3;民族,3;老大,3;
1791043:zoe,21;ignacio,15;女人,14;小叔,13;gonzalo,12;
